GT	Pred	Corrected	Prob	WRR_Correct	Post_WRR_Correct
ఈసరికి	ఈసరికి	ఈసరికి	0.9946	1	1
వక్షస్థలం	వక్షస్థలం	వక్షస్థలం	0.9978	1	1
నీలం	నీలం	నీలం	0.9167	1	1
ప్రదేశములలో	ప్దేశములలో	ప్దేశములలో	0.9636	0	0
మీకు	మీకు	మీకు	0.9993	1	1
ఫ్రెంచివారికి	ఫెంచివారికి	ఫెంచివారికి	0.9862	0	0
యోతయో	యెతయో	యెతయో	0.9989	0	0
ఈ	ఈ	ఈ	0.9987	1	1
అన్నయతో	అన్నయతో	అన్నయతో	0.9999	1	1
సాధనచేస్తూ	సాధనచేస్తూ	సాధనచేస్తూ	0.9566	1	1
రూపముగ	రూపముగ	రూపముగ	0.9996	1	1
యొక్క	యెక్క	యెక్క	0.9733	0	0
కవిత్వం	కవిత్వం	కవిత్వం	0.9999	1	1
మా	మా	మా	0.9995	1	1
ఉన్న	ఉన్న	ఉన్న	0.9998	1	1
అట్టి	అట్టి	అట్టి	0.9994	1	1
వాడు	వాడు	వాడు	0.9551	1	1
చున్న	చున్న	చున్న	0.9889	1	1
మువ్వురు	మవ్వరు	మవ్వరు	0.9995	0	0
తల్లీ	తల్లి	తల్లి	0.9748	0	0
ధ్యానం.	ధ్యానం.	ధ్యానం.	0.9987	1	1
పోయిందా	పోయిందా	పోయిందా	0.9381	1	1
దానిమీద	దానిమీద	దానిమీద	0.9994	1	1
డాక్టర్లం	డాక్టర్లం	డాక్టర్లం	0.9535	1	1
[తల్లి	(తల్లి	(తల్లి	0.8682	0	0
సర్వదర్శన	సర్వదర్శన	సర్వదర్శన	0.9876	1	1
గుమాస్తాలు,	గుమాస్తాలు,	గుమాస్తాలు,	0.9669	1	1
ఫించము,	ఫించము,	ఫించము,	0.9532	1	1
పట్ల	వట్ల	వట్ల	0.9689	0	0
అలివర్దీఖానునకు	అలివర్దీఖానునకు	అలివర్దీఖానునకు	0.9941	1	1
సెరాఫెరజును	సెరాఫైరజును	సెరాఫైరజును	0.9420	0	0
కాలుద్రవ్వుట	కాలుద్రవ్వుట	కాలుద్రవ్వుట	0.9831	1	1
కాలపు	కాలపు	కాలపు	0.9982	1	1
మాత్రమే	మాత్రమే	మాత్రమే	0.9918	1	1
పౌనుల	పౌనుల	పౌనుల	0.9756	1	1
అందుకని	అందుకని	అందుకని	0.9731	1	1
ఆకారంతో	ఆకారంతో	ఆకారంతో	0.9473	1	1
వాడు	వాడు	వాడు	0.9959	1	1
తన	తన	తన	0.9994	1	1
(తత్ + ఏవ)	(తత్ఏవ)	(తత్ఏవ)	0.9250	0	0
తెలుసు	తెలుసు	తెలుసు	0.9750	1	1
వారికి	వారికి	వారికి	0.9954	1	1
పాలించాడు.	పాలించాడు.	పాలించాడు.	0.9969	1	1
నుపయోగము	నుపయోగము	నుపయోగము	0.9603	1	1
కనుక	కనుక	కనుక	0.9824	1	1
నలు	నలు	నలు	0.9292	1	1
త్సరములకు	త్సరములకు	త్సరములకు	0.9672	1	1
ఎట్లాగ.	ఎట్లాగ.	ఎట్లాగ.	0.9906	1	1
ఆ	ఆ	ఆ	0.9992	1	1
అన్నారు	అన్నారు	అన్నారు	0.9999	1	1
వారి	వారి.	వారి.	0.9336	0	0
బ్రహ్మ	బ్రహ్ృమ	బ్రహ్ృమ	0.9006	0	0
పేరు	పేరు	పేరు	0.9828	1	1
ఒకరోజున	ఒకరోజున	ఒకరోజున	0.9878	1	1
వే	వే	వే	0.9979	1	1
వాని	వాని	వాని	0.9699	1	1
నువ్వు	నువ్వు	నువ్వు	0.9357	1	1
సమాధికి	సమాధికి	సమాధికి	0.9997	1	1
వారికిచ్చి	వారికిచ్చి	వారికిచ్చి	0.9993	1	1
నరసింగరావు	నరసింగరావు	నరసింగరావు	0.9981	1	1
చేసుకుంటూ	చేసుకుంటూ	చేసుకుంటూ	0.9998	1	1
రాంబాబు	రాంబాబు	రాంబాబు	0.9867	1	1
''నువ్వు	"నువ్వు	"నువ్వు	0.9996	0	0
గొప్పరాజ్యాధికార	గొప్పరాజ్యాధికార	గొప్పరాజ్యాధికార	0.9704	1	1
కొనసాగినతీరు	కొనసాగినతీరు	కొనసాగినతీరు	0.9303	1	1
"అమ్మాలతా1	"అమ్మాలతా!	"అమ్మాలతా!	0.9900	0	0
వానిని	వానిని	వానిని	0.9819	1	1
అనంతం.	అనంతం.	అనంతం.	0.9940	1	1
ఆకులతో	ఆకులతో	ఆకులతో	0.9249	1	1
యితర	యితర	యితర	0.9993	1	1
అన్నేడమ్మా	అన్నేడమ్మా	అన్నేడమ్మా	0.9990	1	1
పింగళి	పింగళి	పింగళి	0.9991	1	1
ఏమిటో	ఏమిటో	ఏమిటో	0.9507	1	1
యన్న	యన్న	యన్న	0.9922	1	1
అంటే	అంటే	అంటే	0.9996	1	1
మొలత్రాడు	మొలత్రాడు	మొలత్రాడు	0.9458	1	1
"శ్రీ	"శ్రీ	"శ్రీ	0.9980	1	1
ఇంతకంటే	ఇంతకంటే	ఇంతకంటే	0.9970	1	1
ఆధ్యాత్మికశక్తి వలన	అధ్యాత్మికిశక్తివిలన	అధ్యాత్మికిశక్తివిలన	0.9161	0	0
నేను	నేను	నేను	0.9950	1	1
నీకు	నీకు	నీకు	0.9360	1	1
విజయనగరాన్ని	విజయనగరాన్ని	విజయనగరాన్ని	0.9967	1	1
ఆకారము,	ఆకారము,	ఆకారము,	0.9985	1	1
సంతతివారి	సంతతివారి	సంతతివారి	0.9957	1	1
చింతింపవలయు''	చింతింపవలయు"	చింతింపవలయు"	0.9853	0	0
సంవత్సరాలు	సంవత్సరాలు	సంవత్సరాలు	0.9997	1	1
యున్నది.	యున్నది.	యున్నది.	0.9609	1	1
వినుట	వినుట	వినుట	0.9767	1	1
సూపర్యాయము	బావర్యాయము	బావర్యాయము	0.8819	0	0
దేవుడు	దేవుడు	దేవుడు	0.9810	1	1
తాత్పర్యాలు	తాత్పర్యాలు	తాత్పర్యాలు	0.9959	1	1
చాలా	చాలా	చాలా	0.9303	1	1
జూలీ	జూలీ	జూలీ	0.9919	1	1
టికి	టికి	టికి	0.9980	1	1
మహర్షి.	మహర్షి.	మహర్షి.	0.9914	1	1
కజాలాభిరామ	కజాలాభిరామ	కజాలాభిరామ	0.9221	1	1
గడియారం	గడియారం	గడియారం	0.9813	1	1
తల్లీ	తల్టీ	తల్లీ	0.8574	0	1
యింగ్లీషువారి	యింగీషువారి	యింగీషువారి	0.9747	0	0
లొంగ లేదు.	లొంగలేదు.	లొంగలేదు.	0.9973	0	0
తన	తన	తన	0.9988	1	1
రైళ్ళు.	రైళ్ళు.	రైళ్ళు.	0.9919	1	1
కలిగినటువంటిది	కలిగినటువంటిది	కలిగినటువంటిది	0.9966	1	1
వారందరితోను	వారందరితోను	వారందరితోను	0.9997	1	1
అంటే	అంటే	అంటే	0.9993	1	1
యెవరివి	యెవరివి	యెవరివి	0.9521	1	1
చేయువారి	చేయువారి	చేయువారి	0.9993	1	1
ఎక్కడికి	ఎక్కడికి	ఎక్కడికి	0.9523	1	1
సంతానము	సంతానము	సంతానము	0.9690	1	1
అన్ని	అన్ని	అన్ని	0.9998	1	1
స్వమతోద్ధరణలు	స్వమతోద్ధరణలు	స్వమతోద్ధరణలు	0.9866	1	1
సోదరుని	సోదరుని	సోదరుని	0.9971	1	1
ఆంగ్ల	ఆంగ్ల	ఆంగ్ల	0.9984	1	1
లాభదాయకముగ	లాభదాయకముగ	లాభదాయకముగ	0.9415	1	1
దరిద్రముపైనను	దరిద్రముమైనను	దరిద్రముమైనను	0.9256	0	0
వీరి	వీరి	వీరి	0.8900	1	1
మధ్యన	మధ్యన	మధ్యన	0.9992	1	1
చీలమండలు,	చీలమండలు,	చీలమండలు,	0.9991	1	1
కాలము	కాలము	కాలము	0.9598	1	1
గ్రంథాలను	గంథాలను	గంథాలను	0.9994	0	0
అన్నేడమ్మా	అన్నేడమ్మా	అన్నేడమ్మా	0.9683	1	1
అభ్యాసం	అభ్యాసం	అభ్యాసం	0.9885	1	1
ప్రాంతా	ప్ర్రాంతా	ప్ర్రాంతా	0.9699	0	0
తీరవలెను!	తీరవలెను!	తీరవలెను!	0.9685	1	1
కాని,	కాని,	కాని,	0.9988	1	1
యూనివర్సిటీ	యానివర్సిటీ	యానివర్సిటీ	0.9780	0	0
యోడలను	యోడలను	యోడలను	0.9866	1	1
కాడు.	కాడు.	కాడు.	0.9968	1	1
రాసినా,	రాసినా,	రాసినా,	0.9984	1	1
చివరి	చివరి	చివరి	0.9987	1	1
"	..	..	0.8211	0	0
ఒకప్రక్క	ఒకప్రక్క	ఒకప్రక్క	0.9999	1	1
నోట	నోట	నోట	0.9990	1	1
ననుకొందును!	ననుకొందును!	ననుకొందును!	0.9991	1	1
ఝణా	ఝణా	ఝి	0.8726	1	0
ఒంటరిగా	ఒంటరిగా	ఒంటరిగా	0.9998	1	1
విరోధులైన	విరోధునైన	విరోధునైన	0.9172	0	0
యాత్రచేసి	యాత్రచేసి	యాత్రచేసి	0.9596	1	1
రాజవంశాలు	రాజవంశాలు	రాజవంశాలు	0.9539	1	1
అవి	అవి	అవి	0.9984	1	1
అని	అని	అని	0.9857	1	1
వుంటుంది.	వుంటుంది.	వుంటుంది.	0.9974	1	1
రూపం	రూపం	రూపం	0.9991	1	1
మనస్సుతో	మనస్సుతో	మనస్సుతో	0.9995	1	1
గాంచెను.	గాంచెను.	గాంచెను.	0.9950	1	1
ఈతనియందు	ఈుతనియందు	ఈుతనియందు	0.9174	0	0
నందు	నందు	నందు	0.9974	1	1
దేహము	దేహము	దేహము	0.9678	1	1
లేకపోతే	లేకపోతే	లేకపోతే	0.9996	1	1
నడచిననే	నడుచిననే	నడుచిననే	0.9882	0	0
మొగ్గవోలె	మొగ్గదోలె	మొగ్గదోలె	0.9904	0	0
వారసునిగ	వారసునిగ	వారసునిగ	0.9996	1	1
కూర్చుండ	కూర్చుండ	కూర్చుండ	0.9597	1	1
మే	మే	మే	0.9863	1	1
మూడు	మూడు	మూడు	0.8730	1	1
గంటలు	గంటలు	గంటలు	0.9816	1	1
క్రొత్త	క్రొత్త	క్రొత్త	0.9796	1	1
తప్ప	తప్ప	తప్ప	0.9995	1	1
చిరి.	చిరి.	చిరి.	0.9725	1	1
జేసెడివారు.	జేసెడివారు.	జేసెడివారు.	0.9972	1	1
వ్రాసెదను.	వ్రాసెదను.	వ్రాసెదను.	0.9735	1	1
ప్రతీకారము	ప్రతీకారము	ప్రతీకారము	0.9927	1	1
రాజ్య	రాజ్య	రాజ్య	0.9833	1	1
చిరకాలానుగత	చిరకాలానుగత	చిరకాలానుగత	0.9909	1	1
ఎలా	ఎలా	ఎలా	0.9996	1	1
వ్రాయ	వ్రాయ	వ్రాయ	0.9966	1	1
నిర్భాసం	నిర్భాసం'	నిర్భాసం'	0.9974	0	0
మళ్ళీ	మళ్ళీ	మళ్ళీ	0.9995	1	1
కాకపోతే	కాకపోతే	కాకపోతే	0.9997	1	1
యింకా	యింకా	యింకా	0.9998	1	1
ఇహలొ	ఇహల్	ఇల్	0.8452	0	0
ఆలివర్జీఖాన్	ఆలివర్దీఖాన్	ఆలివర్దీఖాన్	0.9813	0	0
కృష్ణుడనే	కృష్ణుడనే	కృష్ణుడనే	0.9914	1	1
కావున,	కావున,	కావున,	0.9571	1	1
శ్రీ	శ్రీ	శ్రీ	0.9423	1	1
నుండునేమో!	నుండునేమో!	నుండునేమో!	0.9939	1	1
ఈ	ఈ	ఈ	0.9998	1	1
కలదు	కలదు	కలదు	0.9998	1	1
నబాబుతో	నబాబుతో	నబాబుతో	0.9889	1	1
మూడు	మూడు	మూడు	0.9755	1	1
మీద	మీద	మీద	0.9997	1	1
వస్తువును	వస్తువును	వస్తువును	0.9909	1	1
యొక్క	యొకర	యొక	0.8951	0	0
ఆ	ఆ	ఆ	0.9992	1	1
డూప్లేలేడు.	డూప్లేలేడు.	డూప్లేలేడు.	0.9602	1	1
ఝణా	ఝిణా	ఝి	0.8235	0	0
రాసిన	రాసిన	రాసిన	0.9644	1	1
కాని	కౌని	కౌని	0.9831	0	0
తమకు	తమకు	తమకు	0.9997	1	1
విద్యాశీర్వాద	విద్యాశీర్వాద	విద్యాశీర్వాద	0.9640	1	1
జపతపాదులు	జపతపాదులు	జపతపాదులు	0.9593	1	1
అన్నాడు.	అన్నాడు.	అన్నాడు.	0.9996	1	1
కుంపిణ వారు	కుంపినారు	కుంపినారు	0.9178	0	0
స్వామిని	స్వామిని	స్వామిని	0.9999	1	1
రూపాయ	రూపాయ	రూపాయ	0.9989	1	1
గొంపొమ్మనిరి.	గొంపొమ్మనిరి.	గొంపొమ్మనిరి.	0.9979	1	1
మూడవ	మూడవ	మూడవ	0.9352	1	1
యీ....!''	య...!."	య...!."	0.8761	0	0
